Vehicle_Index,Maintenance_Probability,Vehicle_Health_Score,Health_Status,Priority,Recommended_Action,Recommendation,Risk_Level,Priority_Rank
23993,0.3461,65.39,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9936,0.3459,65.41,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23894,0.3458,65.42,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3137,0.3457,65.43,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
4060,0.3456,65.44,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23780,0.3455,65.45,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11154,0.3451,65.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16070,0.3451,65.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19916,0.3451,65.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12986,0.345,65.5,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23496,0.345,65.5,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5178,0.3449,65.51,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
14460,0.3447,65.53,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6619,0.3446,65.54,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13953,0.3446,65.54,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
4631,0.3445,65.55,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15353,0.3445,65.55,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
10757,0.3444,65.56,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13094,0.3441,65.59,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2894,0.344,65.6,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9446,0.344,65.6,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
91,0.3438,65.62,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19127,0.3438,65.62,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
20820,0.3438,65.62,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13680,0.3437,65.63,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
14926,0.3436,65.64,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11191,0.3435,65.65,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17756,0.3435,65.65,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22265,0.3431,65.69,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22810,0.343,65.7,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1071,0.3426,65.74,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
929,0.3425,65.75,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7833,0.3424,65.76,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15664,0.3422,65.78,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11216,0.3421,65.79,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
14805,0.342,65.8,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
21050,0.3417,65.83,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1694,0.3414,65.86,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9582,0.3414,65.86,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17590,0.3414,65.86,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13251,0.3413,65.87,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18492,0.3413,65.87,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16514,0.3409,65.91,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5814,0.3406,65.94,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9518,0.3406,65.94,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2499,0.3404,65.96,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11244,0.3404,65.96,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5784,0.3402,65.98,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13498,0.3402,65.98,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7647,0.3401,65.99,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7574,0.3396,66.04,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5612,0.3395,66.05,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17494,0.3394,66.06,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9233,0.3393,66.07,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19965,0.3393,66.07,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9223,0.3392,66.08,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23333,0.3392,66.08,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3425,0.3386,66.14,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
14877,0.3386,66.14,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5823,0.3385,66.15,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13685,0.3385,66.15,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23476,0.3385,66.15,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
20016,0.3383,66.17,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3148,0.3382,66.18,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3325,0.3382,66.18,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12797,0.3382,66.18,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11015,0.3381,66.19,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5105,0.3379,66.21,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7201,0.3378,66.22,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17475,0.3377,66.23,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
10234,0.3376,66.24,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5311,0.3375,66.25,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9587,0.3374,66.26,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11114,0.3374,66.26,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12840,0.3373,66.27,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16171,0.3373,66.27,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5359,0.3369,66.31,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7754,0.3369,66.31,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11532,0.3367,66.33,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6489,0.3364,66.36,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17709,0.3364,66.36,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12143,0.3363,66.37,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17589,0.3362,66.38,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5603,0.3361,66.39,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7637,0.3361,66.39,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
546,0.336,66.4,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11116,0.3359,66.41,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17426,0.3359,66.41,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6263,0.3358,66.42,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
20162,0.3358,66.42,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
801,0.3357,66.43,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11111,0.3357,66.43,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15328,0.3356,66.44,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
21281,0.3354,66.46,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
8852,0.3353,66.47,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12382,0.3352,66.48,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13730,0.3352,66.48,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
21205,0.3352,66.48,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18906,0.3351,66.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13635,0.335,66.5,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15095,0.3349,66.51,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16927,0.3349,66.51,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
20168,0.3348,66.52,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
10631,0.3347,66.53,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6241,0.3346,66.54,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
21848,0.3346,66.54,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3340,0.3344,66.56,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12232,0.3341,66.59,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22069,0.3341,66.59,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15037,0.334,66.6,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
20227,0.3339,66.61,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
4829,0.3337,66.63,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9680,0.3337,66.63,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13163,0.3334,66.66,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
997,0.3333,66.67,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13495,0.3333,66.67,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17466,0.3333,66.67,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3854,0.3331,66.69,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18651,0.3331,66.69,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
346,0.333,66.7,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
47,0.3327,66.73,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19922,0.3326,66.74,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13932,0.3323,66.77,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3605,0.3322,66.78,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5903,0.3321,66.79,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15400,0.3321,66.79,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17800,0.3321,66.79,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5012,0.3316,66.84,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18052,0.3316,66.84,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6355,0.3315,66.85,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13994,0.3315,66.85,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
4548,0.3311,66.89,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6620,0.331,66.9,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7917,0.331,66.9,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17913,0.3308,66.92,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7803,0.3305,66.95,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
10153,0.3305,66.95,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
10446,0.3305,66.95,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3543,0.3304,66.96,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9912,0.3304,66.96,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6783,0.3303,66.97,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7654,0.3303,66.97,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3399,0.3302,66.98,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
8854,0.3302,66.98,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19909,0.3301,66.99,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2547,0.33,67.0,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11756,0.33,67.0,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13390,0.33,67.0,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
4549,0.3297,67.03,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
130,0.3295,67.05,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
14221,0.3295,67.05,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
845,0.3294,67.06,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1415,0.3292,67.08,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17952,0.3288,67.12,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5169,0.3287,67.13,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
8987,0.3286,67.14,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17383,0.3286,67.14,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18543,0.3282,67.18,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3054,0.3281,67.19,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7900,0.3281,67.19,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
775,0.3278,67.22,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12594,0.3278,67.22,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12868,0.3278,67.22,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15142,0.3277,67.23,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5262,0.3275,67.25,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17476,0.327,67.3,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
14978,0.3269,67.31,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17290,0.3266,67.34,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17307,0.3266,67.34,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19629,0.3263,67.37,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
21809,0.3263,67.37,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17057,0.3262,67.38,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19599,0.3262,67.38,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2610,0.326,67.4,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
20474,0.326,67.4,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
21788,0.326,67.4,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13392,0.3259,67.41,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
4138,0.3257,67.43,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9860,0.3257,67.43,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13422,0.3255,67.45,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12276,0.3252,67.48,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12080,0.3251,67.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12905,0.3251,67.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
14776,0.3251,67.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
211,0.3249,67.51,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17095,0.3247,67.53,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15184,0.3245,67.55,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
30,0.3244,67.56,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6077,0.3243,67.57,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15010,0.3243,67.57,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18644,0.3243,67.57,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2266,0.3239,67.61,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19821,0.3239,67.61,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11350,0.3238,67.62,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6576,0.3237,67.63,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16131,0.3236,67.64,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
9817,0.3234,67.66,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6293,0.3232,67.68,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15207,0.3231,67.69,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13189,0.323,67.7,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22348,0.323,67.7,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22914,0.323,67.7,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
20133,0.3229,67.71,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3233,0.3228,67.72,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12427,0.3226,67.74,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22942,0.3226,67.74,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13630,0.3225,67.75,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
4960,0.3224,67.76,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
