Vehicle_Index,Actual_Need_Maintenance,Predicted_Need_Maintenance,Maintenance_Probability,Vehicle_Health_Score,Health_Status
11184,0,0,0.1961,80.39,Excellent
11185,1,1,0.9869,1.31,Critical
11186,0,0,0.1238,87.62,Excellent
11187,0,0,0.1207,87.93,Excellent
11188,0,0,0.0766,92.34,Excellent
11189,1,1,0.8453,15.47,Critical
11190,1,1,0.8018,19.82,Critical
11191,0,0,0.3435,65.65,Good
11192,0,0,0.0393,96.07,Excellent
11193,0,0,0.1197,88.03,Excellent
11194,0,0,0.1084,89.16,Excellent
11195,0,0,0.173,82.7,Excellent
11196,1,1,0.6958,30.42,Poor
11197,0,0,0.1137,88.63,Excellent
11198,1,1,0.9571,4.29,Critical
11199,0,0,0.1627,83.73,Excellent
11200,1,1,0.952,4.8,Critical
11201,1,1,0.9867,1.33,Critical
11202,1,1,0.8496,15.04,Critical
11203,0,0,0.2035,79.65,Good
11204,1,1,0.9755,2.45,Critical
11205,1,1,0.691,30.9,Poor
11206,1,1,0.922,7.8,Critical
11207,1,1,0.9126,8.74,Critical
11208,1,1,0.6282,37.18,Poor
11209,1,1,0.6813,31.87,Poor
11210,1,1,0.8239,17.61,Critical
11211,1,1,0.8975,10.25,Critical
11212,0,0,0.0539,94.61,Excellent
11213,1,1,0.8287,17.13,Critical
11214,0,0,0.0665,93.35,Excellent
11215,1,1,0.7954,20.46,Poor
11216,0,0,0.3421,65.79,Good
11217,1,1,0.8558,14.42,Critical
11218,0,1,0.5482,45.18,Fair
11219,1,1,0.7665,23.35,Poor
11220,1,1,0.581,41.9,Fair
11221,1,1,0.916,8.4,Critical
11222,0,0,0.0902,90.98,Excellent
11223,1,1,0.8631,13.69,Critical
11224,0,0,0.1101,88.99,Excellent
11225,1,1,0.79,21.0,Poor
11226,0,0,0.0758,92.42,Excellent
11227,0,0,0.1816,81.84,Excellent
11228,1,1,0.9013,9.87,Critical
11229,0,0,0.161,83.9,Excellent
11230,0,0,0.0884,91.16,Excellent
11231,1,1,0.7792,22.08,Poor
11232,1,1,0.8576,14.24,Critical
11233,1,1,0.6097,39.03,Poor
11234,0,0,0.4008,59.92,Fair
11235,0,0,0.4009,59.91,Fair
11236,1,1,0.9407,5.93,Critical
11237,0,0,0.1692,83.08,Excellent
11238,1,1,0.7397,26.03,Poor
11239,1,1,0.8708,12.92,Critical
11240,1,1,0.8109,18.91,Critical
11241,0,0,0.3192,68.08,Good
11242,1,1,0.7085,29.15,Poor
11243,1,1,0.9053,9.47,Critical
11244,0,0,0.3404,65.96,Good
11245,0,0,0.1338,86.62,Excellent
11246,0,0,0.05,95.0,Excellent
11247,1,1,0.9119,8.81,Critical
11248,0,0,0.0921,90.79,Excellent
11249,1,1,0.8139,18.61,Critical
11250,0,0,0.059,94.1,Excellent
11251,1,1,0.9536,4.64,Critical
11252,0,0,0.1227,87.73,Excellent
11253,0,0,0.143,85.7,Excellent
11254,1,1,0.6129,38.71,Poor
11255,0,0,0.142,85.8,Excellent
11256,1,1,0.641,35.9,Poor
11257,1,1,0.8736,12.64,Critical
11258,1,1,0.8526,14.74,Critical
11259,0,0,0.1411,85.89,Excellent
11260,0,0,0.1225,87.75,Excellent
11261,1,1,0.8118,18.82,Critical
11262,1,1,0.8644,13.56,Critical
11263,0,0,0.0958,90.42,Excellent
11264,1,1,0.9787,2.13,Critical
11265,1,1,0.8953,10.47,Critical
11266,1,1,0.7225,27.75,Poor
11267,1,1,0.9355,6.45,Critical
11268,1,1,0.9121,8.79,Critical
11269,1,1,0.94,6.0,Critical
11270,0,0,0.1351,86.49,Excellent
11271,1,1,0.9663,3.37,Critical
11272,1,1,0.8789,12.11,Critical
11273,1,1,0.9082,9.18,Critical
11274,0,0,0.0536,94.64,Excellent
11275,1,0,0.4878,51.22,Fair
11276,1,1,0.7151,28.49,Poor
11277,1,1,0.8576,14.24,Critical
11278,1,1,0.9348,6.52,Critical
11279,1,1,0.6205,37.95,Poor
11280,1,0,0.4982,50.18,Fair
11281,0,0,0.1928,80.72,Excellent
11282,1,1,0.8763,12.37,Critical
11283,0,0,0.0881,91.19,Excellent
11284,1,1,0.5517,44.83,Fair
11285,1,1,0.647,35.3,Poor
11286,1,1,0.8261,17.39,Critical
11287,1,1,0.8795,12.05,Critical
11288,0,0,0.1454,85.46,Excellent
11289,1,1,0.9961,0.39,Critical
11290,0,0,0.0473,95.27,Excellent
11291,1,1,0.9848,1.52,Critical
11292,0,0,0.1201,87.99,Excellent
11293,1,1,0.9047,9.53,Critical
11294,1,1,0.9143,8.57,Critical
11295,0,0,0.0671,93.29,Excellent
11296,1,1,0.7986,20.14,Poor
11297,1,1,0.954,4.6,Critical
11298,0,0,0.0527,94.73,Excellent
11299,1,1,0.945,5.5,Critical
11300,0,0,0.1476,85.24,Excellent
11301,0,0,0.1218,87.82,Excellent
11302,1,1,0.9726,2.74,Critical
11303,1,1,0.9359,6.41,Critical
11304,0,0,0.2368,76.32,Good
11305,1,1,0.6722,32.78,Poor
11306,0,0,0.1297,87.03,Excellent
11307,0,0,0.1673,83.27,Excellent
11308,0,0,0.1471,85.29,Excellent
11309,1,1,0.8518,14.82,Critical
11310,1,1,0.7769,22.31,Poor
11311,1,1,0.9793,2.07,Critical
11312,0,0,0.1482,85.18,Excellent
11313,0,0,0.0698,93.02,Excellent
11314,1,1,0.8615,13.85,Critical
11315,1,1,0.8904,10.96,Critical
11316,1,1,0.7261,27.39,Poor
11317,1,1,0.9355,6.45,Critical
11318,1,1,0.6455,35.45,Poor
11319,0,0,0.3462,65.38,Good
11320,1,1,0.8459,15.41,Critical
11321,1,1,0.6626,33.74,Poor
11322,0,0,0.0749,92.51,Excellent
11323,0,0,0.1179,88.21,Excellent
11324,1,1,0.9235,7.65,Critical
11325,0,0,0.0938,90.62,Excellent
11326,1,1,0.8147,18.53,Critical
11327,0,0,0.3645,63.55,Good
11328,1,1,0.8461,15.39,Critical
11329,0,0,0.3001,69.99,Good
11330,1,1,0.6866,31.34,Poor
11331,0,0,0.0856,91.44,Excellent
11332,0,0,0.2022,79.78,Good
11333,1,1,0.7615,23.85,Poor
11334,1,1,0.701,29.9,Poor
11335,0,0,0.0632,93.68,Excellent
11336,1,1,0.7848,21.52,Poor
11337,1,1,0.6741,32.59,Poor
11338,0,0,0.2459,75.41,Good
11339,1,1,0.9061,9.39,Critical
11340,1,1,0.9785,2.15,Critical
11341,1,1,0.8827,11.73,Critical
11342,0,0,0.0655,93.45,Excellent
11343,1,1,0.5549,44.51,Fair
11344,0,0,0.1705,82.95,Excellent
11345,1,1,0.8813,11.87,Critical
11346,0,0,0.0768,92.32,Excellent
11347,0,0,0.1281,87.19,Excellent
11348,1,1,0.8595,14.05,Critical
11349,0,0,0.1111,88.89,Excellent
11350,0,0,0.3238,67.62,Good
11351,0,0,0.0558,94.42,Excellent
11352,1,1,0.9163,8.37,Critical
11353,0,0,0.088,91.2,Excellent
11354,0,0,0.1077,89.23,Excellent
11355,0,0,0.4409,55.91,Fair
11356,1,1,0.9464,5.36,Critical
11357,1,1,0.9081,9.19,Critical
11358,1,1,0.8068,19.32,Critical
11359,0,0,0.1474,85.26,Excellent
11360,0,0,0.1964,80.36,Excellent
11361,1,1,0.9127,8.73,Critical
11362,0,0,0.2471,75.29,Good
11363,0,0,0.075,92.5,Excellent
11364,1,1,0.9256,7.44,Critical
11365,0,0,0.2182,78.18,Good
11366,0,0,0.0829,91.71,Excellent
11367,0,0,0.168,83.2,Excellent
11368,1,1,0.9608,3.92,Critical
11369,1,1,0.8787,12.13,Critical
11370,0,0,0.1241,87.59,Excellent
11371,0,0,0.0855,91.45,Excellent
11372,0,0,0.0976,90.24,Excellent
11373,0,0,0.0905,90.95,Excellent
11374,0,0,0.3161,68.39,Good
11375,0,0,0.1138,88.62,Excellent
11376,1,1,0.9233,7.67,Critical
11377,1,1,0.6707,32.93,Poor
11378,0,0,0.1172,88.28,Excellent
11379,0,0,0.1669,83.31,Excellent
11380,1,1,0.9346,6.54,Critical
11381,0,0,0.1448,85.52,Excellent
11382,0,0,0.1403,85.97,Excellent
11383,0,0,0.1853,81.47,Excellent
11384,1,1,0.8795,12.05,Critical
11385,1,1,0.95,5.0,Critical
11386,0,0,0.1345,86.55,Excellent
11387,0,0,0.0652,93.48,Excellent
11388,0,0,0.1723,82.77,Excellent
11389,0,0,0.1299,87.01,Excellent
11390,0,0,0.1322,86.78,Excellent
11391,0,0,0.0861,91.39,Excellent
11392,1,1,0.9032,9.68,Critical
11393,0,0,0.1234,87.66,Excellent
11394,0,1,0.5283,47.17,Fair
11395,1,1,0.9948,0.52,Critical
11396,0,1,0.5053,49.47,Fair
11397,1,1,0.8361,16.39,Critical
11398,0,0,0.1947,80.53,Excellent
11399,1,1,0.6855,31.45,Poor
11400,0,0,0.1475,85.25,Excellent
11401,1,1,0.9954,0.46,Critical
11402,1,1,0.765,23.5,Poor
11403,0,0,0.0899,91.01,Excellent
11404,1,1,0.766,23.4,Poor
11405,1,1,0.7298,27.02,Poor
11406,1,1,0.6074,39.26,Poor
11407,0,0,0.0614,93.86,Excellent
11408,1,1,0.6588,34.12,Poor
11409,0,0,0.0639,93.61,Excellent
11410,0,0,0.0785,92.15,Excellent
11411,0,0,0.3929,60.71,Good
11412,0,0,0.4024,59.76,Fair
11413,0,0,0.0839,91.61,Excellent
11414,0,0,0.098,90.2,Excellent
11415,1,1,0.9756,2.44,Critical
11416,1,1,0.9598,4.02,Critical
11417,1,1,0.8151,18.49,Critical
11418,0,0,0.1262,87.38,Excellent
11419,1,1,0.8577,14.23,Critical
11420,1,1,0.8891,11.09,Critical
11421,1,1,0.6798,32.02,Poor
11422,1,1,0.9529,4.71,Critical
11423,1,1,0.961,3.9,Critical
11424,0,1,0.671,32.9,Poor
11425,1,1,0.6045,39.55,Poor
11426,0,0,0.1463,85.37,Excellent
11427,1,1,0.7055,29.45,Poor
11428,1,1,0.9636,3.64,Critical
11429,1,1,0.9561,4.39,Critical
11430,1,1,0.7899,21.01,Poor
11431,0,0,0.169,83.1,Excellent
11432,1,1,0.9469,5.31,Critical
11433,1,1,0.8968,10.32,Critical
11434,1,1,0.6316,36.84,Poor
11435,1,1,0.9514,4.86,Critical
11436,0,0,0.1452,85.48,Excellent
11437,0,0,0.0771,92.29,Excellent
11438,0,0,0.1777,82.23,Excellent
11439,0,0,0.227,77.3,Good
11440,1,1,0.916,8.4,Critical
11441,1,1,0.7296,27.04,Poor
11442,0,0,0.1592,84.08,Excellent
11443,0,0,0.2005,79.95,Good
11444,1,1,0.791,20.9,Poor
11445,0,0,0.1264,87.36,Excellent
11446,1,1,0.8096,19.04,Critical
11447,1,1,0.7815,21.85,Poor
11448,0,0,0.1993,80.07,Excellent
11449,0,0,0.1988,80.12,Excellent
11450,1,1,0.7137,28.63,Poor
11451,1,1,0.9221,7.79,Critical
11452,1,1,0.8145,18.55,Critical
11453,0,0,0.1695,83.05,Excellent
11454,0,0,0.1434,85.66,Excellent
11455,0,0,0.1475,85.25,Excellent
11456,0,0,0.2406,75.94,Good
11457,1,0,0.4384,56.16,Fair
11458,0,0,0.2567,74.33,Good
11459,0,0,0.2091,79.09,Good
11460,1,1,0.9827,1.73,Critical
11461,0,0,0.1337,86.63,Excellent
11462,1,1,0.8412,15.88,Critical
11463,0,0,0.2385,76.15,Good
11464,1,1,0.8443,15.57,Critical
11465,0,0,0.0724,92.76,Excellent
11466,1,1,0.7384,26.16,Poor
11467,1,1,0.9442,5.58,Critical
11468,0,0,0.0516,94.84,Excellent
11469,1,1,0.9316,6.84,Critical
11470,1,1,0.8951,10.49,Critical
11471,1,1,0.8323,16.77,Critical
11472,0,0,0.1498,85.02,Excellent
11473,1,1,0.6581,34.19,Poor
11474,0,0,0.0953,90.47,Excellent
11475,0,0,0.0771,92.29,Excellent
11476,1,1,0.9652,3.48,Critical
11477,0,0,0.0745,92.55,Excellent
11478,1,1,0.9508,4.92,Critical
11479,0,0,0.1477,85.23,Excellent
11480,1,1,0.6702,32.98,Poor
11481,1,1,0.9955,0.45,Critical
11482,0,0,0.3155,68.45,Good
11483,0,0,0.1626,83.74,Excellent
11484,0,0,0.0944,90.56,Excellent
11485,0,0,0.2213,77.87,Good
11486,1,1,0.9455,5.45,Critical
11487,0,0,0.2136,78.64,Good
11488,0,0,0.4959,50.41,Fair
11489,1,1,0.9902,0.98,Critical
11490,0,0,0.1882,81.18,Excellent
11491,0,0,0.1636,83.64,Excellent
11492,1,1,0.8565,14.35,Critical
11493,0,0,0.1588,84.12,Excellent
11494,1,1,0.8371,16.29,Critical
11495,0,0,0.1134,88.66,Excellent
11496,0,0,0.1448,85.52,Excellent
11497,0,0,0.2355,76.45,Good
11498,1,1,0.9038,9.62,Critical
11499,0,0,0.0758,92.42,Excellent
11500,0,0,0.3013,69.87,Good
11501,0,0,0.1251,87.49,Excellent
11502,1,1,0.9266,7.34,Critical
11503,1,1,0.7455,25.45,Poor
11504,1,1,0.8101,18.99,Critical
11505,1,1,0.8101,18.99,Critical
11506,0,0,0.0857,91.43,Excellent
11507,1,1,0.6415,35.85,Poor
11508,0,0,0.0528,94.72,Excellent
11509,1,1,0.9297,7.03,Critical
11510,1,1,0.7459,25.41,Poor
11511,1,1,0.8918,10.82,Critical
11512,0,0,0.1371,86.29,Excellent
11513,1,1,0.9213,7.87,Critical
11514,1,1,0.7388,26.12,Poor
11515,0,0,0.0714,92.86,Excellent
11516,0,0,0.1336,86.64,Excellent
11517,1,1,0.825,17.5,Critical
11518,1,1,0.854,14.6,Critical
11519,0,0,0.13,87.0,Excellent
11520,1,1,0.8357,16.43,Critical
11521,1,1,0.8464,15.36,Critical
11522,0,0,0.4605,53.95,Fair
11523,0,0,0.0634,93.66,Excellent
11524,0,0,0.0883,91.17,Excellent
11525,1,1,0.9512,4.88,Critical
11526,1,1,0.8398,16.02,Critical
11527,0,0,0.0651,93.49,Excellent
11528,1,1,0.9176,8.24,Critical
11529,0,0,0.0884,91.16,Excellent
11530,1,1,0.9091,9.09,Critical
11531,1,1,0.8742,12.58,Critical
11532,0,0,0.3367,66.33,Good
11533,1,1,0.8538,14.62,Critical
11534,1,1,0.8459,15.41,Critical
11535,0,0,0.1181,88.19,Excellent
11536,1,1,0.8146,18.54,Critical
11537,0,0,0.1787,82.13,Excellent
11538,1,1,0.7848,21.52,Poor
11539,0,0,0.0989,90.11,Excellent
11540,1,1,0.8883,11.17,Critical
11541,1,1,0.8751,12.49,Critical
11542,0,0,0.0636,93.64,Excellent
11543,0,0,0.0389,96.11,Excellent
11544,1,1,0.9677,3.23,Critical
11545,1,1,0.7385,26.15,Poor
11546,1,1,0.8308,16.92,Critical
11547,1,1,0.9138,8.62,Critical
11548,0,0,0.2139,78.61,Good
11549,0,0,0.3598,64.02,Good
11550,0,0,0.0798,92.02,Excellent
11551,1,1,0.9273,7.27,Critical
11552,0,0,0.1036,89.64,Excellent
11553,0,0,0.2268,77.32,Good
11554,1,1,0.8291,17.09,Critical
11555,0,0,0.106,89.4,Excellent
11556,0,0,0.1325,86.75,Excellent
11557,0,0,0.1673,83.27,Excellent
11558,1,1,0.7962,20.38,Poor
11559,1,1,0.7979,20.21,Poor
11560,0,0,0.1076,89.24,Excellent
11561,1,1,0.833,16.7,Critical
11562,1,1,0.6249,37.51,Poor
11563,1,1,0.9802,1.98,Critical
11564,0,0,0.1872,81.28,Excellent
11565,0,0,0.1967,80.33,Excellent
11566,0,0,0.4782,52.18,Fair
11567,0,0,0.1066,89.34,Excellent
11568,1,1,0.8038,19.62,Critical
11569,0,0,0.1576,84.24,Excellent
11570,0,0,0.0932,90.68,Excellent
11571,1,1,0.7475,25.25,Poor
11572,0,0,0.2067,79.33,Good
11573,0,0,0.0984,90.16,Excellent
11574,1,1,0.9461,5.39,Critical
11575,0,0,0.1803,81.97,Excellent
11576,0,0,0.1181,88.19,Excellent
11577,0,0,0.1259,87.41,Excellent
11578,0,0,0.1262,87.38,Excellent
11579,1,1,0.9166,8.34,Critical
11580,0,0,0.1615,83.85,Excellent
11581,1,1,0.9341,6.59,Critical
11582,0,0,0.1341,86.59,Excellent
11583,0,0,0.1178,88.22,Excellent
11584,0,0,0.1133,88.67,Excellent
11585,0,0,0.3781,62.19,Good
11586,0,0,0.2185,78.15,Good
11587,0,0,0.0851,91.49,Excellent
11588,0,0,0.1892,81.08,Excellent
11589,0,0,0.1534,84.66,Excellent
11590,0,0,0.3151,68.49,Good
11591,1,1,0.9228,7.72,Critical
11592,1,1,0.8592,14.08,Critical
11593,0,0,0.0801,91.99,Excellent
11594,0,0,0.058,94.2,Excellent
11595,1,1,0.9405,5.95,Critical
11596,0,0,0.2221,77.79,Good
11597,0,0,0.2031,79.69,Good
11598,1,1,0.6336,36.64,Poor
11599,1,1,0.9547,4.53,Critical
11600,0,0,0.1198,88.02,Excellent
11601,0,0,0.2103,78.97,Good
11602,1,1,0.9198,8.02,Critical
11603,1,1,0.703,29.7,Poor
11604,1,1,0.791,20.9,Poor
11605,0,0,0.1105,88.95,Excellent
11606,1,1,0.9239,7.61,Critical
11607,1,1,0.7946,20.54,Poor
11608,0,0,0.1607,83.93,Excellent
11609,0,0,0.1631,83.69,Excellent
11610,1,1,0.9128,8.72,Critical
11611,1,1,0.8943,10.57,Critical
11612,1,1,0.7742,22.58,Poor
11613,0,0,0.0683,93.17,Excellent
11614,1,1,0.925,7.5,Critical
11615,0,0,0.0886,91.14,Excellent
11616,0,0,0.0922,90.78,Excellent
11617,1,1,0.8825,11.75,Critical
11618,0,0,0.0841,91.59,Excellent
11619,1,1,0.9025,9.75,Critical
11620,1,1,0.9044,9.56,Critical
11621,0,0,0.1083,89.17,Excellent
11622,1,1,0.7546,24.54,Poor
11623,0,0,0.1165,88.35,Excellent
11624,1,1,0.7781,22.19,Poor
11625,1,1,0.9364,6.36,Critical
11626,0,0,0.1916,80.84,Excellent
11627,0,0,0.2247,77.53,Good
11628,0,0,0.2318,76.82,Good
11629,1,1,0.8935,10.65,Critical
11630,1,1,0.7574,24.26,Poor
11631,0,0,0.2574,74.26,Good
11632,0,0,0.0607,93.93,Excellent
11633,0,0,0.3519,64.81,Good
11634,0,0,0.18,82.0,Excellent
11635,1,1,0.8919,10.81,Critical
11636,0,0,0.1153,88.47,Excellent
11637,1,1,0.7177,28.23,Poor
11638,0,0,0.1201,87.99,Excellent
11639,0,0,0.1326,86.74,Excellent
11640,0,0,0.2011,79.89,Good
11641,1,1,0.8119,18.81,Critical
11642,0,0,0.1857,81.43,Excellent
11643,1,1,0.7809,21.91,Poor
11644,1,0,0.486,51.4,Fair
11645,1,1,0.847,15.3,Critical
11646,0,0,0.1872,81.28,Excellent
11647,0,0,0.2492,75.08,Good
11648,0,0,0.2037,79.63,Good
11649,0,0,0.2629,73.71,Good
11650,1,1,0.5572,44.28,Fair
11651,1,1,0.8404,15.96,Critical
11652,1,1,0.9036,9.64,Critical
11653,0,0,0.0931,90.69,Excellent
11654,0,0,0.3065,69.35,Good
11655,1,1,0.9195,8.05,Critical
11656,0,0,0.0527,94.73,Excellent
11657,0,0,0.1187,88.13,Excellent
11658,1,1,0.9074,9.26,Critical
11659,1,1,0.9272,7.28,Critical
11660,1,1,0.9381,6.19,Critical
11661,1,1,0.9925,0.75,Critical
11662,0,0,0.1756,82.44,Excellent
11663,0,0,0.066,93.4,Excellent
11664,1,1,0.936,6.4,Critical
11665,1,1,0.8441,15.59,Critical
11666,1,1,0.7389,26.11,Poor
11667,1,1,0.8345,16.55,Critical
11668,1,1,0.9444,5.56,Critical
11669,0,0,0.1016,89.84,Excellent
11670,1,1,0.7103,28.97,Poor
11671,1,1,0.8479,15.21,Critical
11672,1,1,0.906,9.4,Critical
11673,0,0,0.0718,92.82,Excellent
11674,0,0,0.0643,93.57,Excellent
11675,1,1,0.9134,8.66,Critical
11676,0,0,0.1328,86.72,Excellent
11677,1,1,0.5014,49.86,Fair
11678,1,1,0.7318,26.82,Poor
11679,1,1,0.8863,11.37,Critical
11680,0,0,0.2531,74.69,Good
11681,1,1,0.9216,7.84,Critical
11682,0,0,0.2657,73.43,Good
11683,1,1,0.8536,14.64,Critical
11684,0,0,0.1542,84.58,Excellent
11685,0,0,0.1416,85.84,Excellent
11686,1,1,0.9062,9.38,Critical
11687,0,0,0.1335,86.65,Excellent
11688,0,0,0.0959,90.41,Excellent
11689,1,1,0.9614,3.86,Critical
11690,1,1,0.9447,5.53,Critical
11691,1,0,0.4325,56.75,Fair
11692,0,0,0.3026,69.74,Good
11693,0,0,0.1503,84.97,Excellent
11694,0,0,0.1777,82.23,Excellent
11695,1,1,0.5263,47.37,Fair
11696,0,0,0.1326,86.74,Excellent
11697,1,1,0.6675,33.25,Poor
11698,0,0,0.0934,90.66,Excellent
11699,0,0,0.0814,91.86,Excellent
11700,0,0,0.2266,77.34,Good
11701,1,1,0.614,38.6,Poor
11702,1,1,0.8756,12.44,Critical
11703,1,1,0.8384,16.16,Critical
11704,0,0,0.2214,77.86,Good
11705,0,0,0.1696,83.04,Excellent
11706,1,1,0.8176,18.24,Critical
11707,0,0,0.18,82.0,Excellent
11708,0,0,0.0668,93.32,Excellent
11709,1,1,0.8054,19.46,Critical
11710,1,1,0.9659,3.41,Critical
11711,1,1,0.6376,36.24,Poor
11712,0,0,0.1153,88.47,Excellent
11713,0,0,0.0804,91.96,Excellent
11714,1,1,0.9149,8.51,Critical
11715,0,0,0.2287,77.13,Good
11716,1,1,0.7927,20.73,Poor
11717,0,0,0.1384,86.16,Excellent
11718,1,1,0.741,25.9,Poor
11719,1,1,0.6063,39.37,Poor
11720,1,1,0.9801,1.99,Critical
11721,0,0,0.062,93.8,Excellent
11722,1,1,0.7039,29.61,Poor
11723,0,0,0.4002,59.98,Fair
11724,1,1,0.7062,29.38,Poor
11725,0,0,0.1325,86.75,Excellent
11726,0,0,0.2835,71.65,Good
11727,0,0,0.2346,76.54,Good
11728,1,1,0.8745,12.55,Critical
11729,1,1,0.8164,18.36,Critical
11730,1,1,0.8208,17.92,Critical
11731,1,1,0.944,5.6,Critical
11732,1,1,0.923,7.7,Critical
11733,1,1,0.7372,26.28,Poor
11734,0,0,0.0973,90.27,Excellent
11735,1,1,0.8203,17.97,Critical
11736,1,1,0.9102,8.98,Critical
11737,0,0,0.0594,94.06,Excellent
11738,1,1,0.949,5.1,Critical
11739,1,1,0.931,6.9,Critical
11740,1,1,0.8703,12.97,Critical
11741,1,1,0.8883,11.17,Critical
11742,1,1,0.6394,36.06,Poor
11743,0,0,0.0869,91.31,Excellent
11744,0,0,0.0688,93.12,Excellent
11745,1,1,0.7673,23.27,Poor
11746,0,0,0.0973,90.27,Excellent
11747,1,1,0.9036,9.64,Critical
11748,1,1,0.949,5.1,Critical
11749,1,1,0.972,2.8,Critical
11750,1,0,0.4735,52.65,Fair
11751,0,0,0.1509,84.91,Excellent
11752,1,1,0.7418,25.82,Poor
11753,0,0,0.0691,93.09,Excellent
11754,1,1,0.9067,9.33,Critical
11755,1,1,0.9184,8.16,Critical
11756,1,0,0.33,67.0,Good
11757,1,1,0.9047,9.53,Critical
11758,1,0,0.4315,56.85,Fair
11759,0,0,0.0729,92.71,Excellent
11760,1,1,0.9359,6.41,Critical
11761,1,1,0.6817,31.83,Poor
11762,1,1,0.9217,7.83,Critical
11763,0,0,0.1608,83.92,Excellent
11764,0,0,0.0551,94.49,Excellent
11765,0,0,0.406,59.4,Fair
11766,1,1,0.95,5.0,Critical
11767,1,1,0.827,17.3,Critical
11768,0,0,0.1042,89.58,Excellent
11769,0,0,0.2845,71.55,Good
11770,1,0,0.487,51.3,Fair
11771,1,1,0.8855,11.45,Critical
11772,0,0,0.3129,68.71,Good
11773,0,0,0.1279,87.21,Excellent
11774,1,1,0.928,7.2,Critical
11775,0,0,0.121,87.9,Excellent
11776,1,1,0.9837,1.63,Critical
11777,1,1,0.8139,18.61,Critical
11778,0,0,0.0605,93.95,Excellent
11779,0,0,0.1338,86.62,Excellent
11780,0,0,0.2835,71.65,Good
11781,1,1,0.6303,36.97,Poor
11782,0,0,0.28,72.0,Good
11783,0,0,0.0637,93.63,Excellent
11784,0,0,0.085,91.5,Excellent
11785,0,0,0.056,94.4,Excellent
11786,1,1,0.9296,7.04,Critical
11787,1,1,0.6445,35.55,Poor
11788,0,0,0.1291,87.09,Excellent
11789,1,1,0.5784,42.16,Fair
11790,1,1,0.7885,21.15,Poor
11791,1,1,0.858,14.2,Critical
11792,0,0,0.0758,92.42,Excellent
11793,0,0,0.0893,91.07,Excellent
11794,1,1,0.8549,14.51,Critical
11795,0,0,0.1989,80.11,Excellent
11796,1,1,0.5299,47.01,Fair
11797,1,1,0.5076,49.24,Fair
11798,1,1,0.8935,10.65,Critical
11799,0,0,0.1829,81.71,Excellent
11800,1,1,0.7373,26.27,Poor
11801,1,1,0.7846,21.54,Poor
11802,1,1,0.9481,5.19,Critical
11803,1,0,0.4224,57.76,Fair
11804,1,1,0.8582,14.18,Critical
11805,1,1,0.7998,20.02,Poor
11806,1,1,0.866,13.4,Critical
11807,1,1,0.9452,5.48,Critical
11808,1,1,0.8426,15.74,Critical
11809,0,0,0.192,80.8,Excellent
11810,0,0,0.1687,83.13,Excellent
11811,0,0,0.0974,90.26,Excellent
11812,0,0,0.0737,92.63,Excellent
11813,1,1,0.863,13.7,Critical
11814,1,1,0.7392,26.08,Poor
11815,1,1,0.8075,19.25,Critical
11816,1,1,0.9427,5.73,Critical
11817,0,0,0.2322,76.78,Good
11818,0,0,0.4649,53.51,Fair
11819,0,0,0.0844,91.56,Excellent
11820,0,0,0.168,83.2,Excellent
11821,1,1,0.9637,3.63,Critical
11822,1,1,0.8859,11.41,Critical
11823,0,0,0.121,87.9,Excellent
11824,1,1,0.7627,23.73,Poor
11825,1,1,0.8564,14.36,Critical
11826,0,0,0.0256,97.44,Excellent
11827,0,0,0.1062,89.38,Excellent
11828,0,0,0.049,95.1,Excellent
11829,0,0,0.0771,92.29,Excellent
11830,1,1,0.8057,19.43,Critical
11831,1,1,0.7884,21.16,Poor
11832,1,1,0.8245,17.55,Critical
11833,0,0,0.0803,91.97,Excellent
11834,0,0,0.2205,77.95,Good
11835,0,0,0.183,81.7,Excellent
11836,0,0,0.0845,91.55,Excellent
11837,0,0,0.0932,90.68,Excellent
11838,0,0,0.1624,83.76,Excellent
11839,0,0,0.1705,82.95,Excellent
11840,1,1,0.808,19.2,Critical
11841,0,0,0.0658,93.42,Excellent
11842,0,0,0.0959,90.41,Excellent
11843,0,0,0.1862,81.38,Excellent
11844,1,1,0.938,6.2,Critical
11845,0,0,0.16,84.0,Excellent
11846,1,1,0.8703,12.97,Critical
11847,1,1,0.7088,29.12,Poor
11848,0,0,0.1068,89.32,Excellent
11849,0,0,0.2004,79.96,Good
11850,1,1,0.8137,18.63,Critical
11851,0,0,0.1341,86.59,Excellent
11852,1,1,0.952,4.8,Critical
11853,0,0,0.1218,87.82,Excellent
11854,0,0,0.2369,76.31,Good
11855,1,1,0.7043,29.57,Poor
11856,1,1,0.7124,28.76,Poor
11857,1,1,0.8415,15.85,Critical
11858,1,1,0.9393,6.07,Critical
11859,1,1,0.9299,7.01,Critical
11860,0,0,0.1059,89.41,Excellent
11861,1,1,0.8365,16.35,Critical
11862,0,0,0.1128,88.72,Excellent
11863,0,0,0.0777,92.23,Excellent
11864,0,0,0.1064,89.36,Excellent
11865,0,0,0.0852,91.48,Excellent
11866,1,1,0.7641,23.59,Poor
11867,0,0,0.192,80.8,Excellent
11868,0,0,0.2546,74.54,Good
11869,0,0,0.1285,87.15,Excellent
11870,0,0,0.112,88.8,Excellent
11871,0,0,0.1967,80.33,Excellent
11872,0,0,0.1372,86.28,Excellent
11873,0,0,0.0863,91.37,Excellent
11874,1,1,0.9291,7.09,Critical
